SYMBOL,DART_TOTAL,DAYS,DART_AVG
EICHERMOT,1946.6992,3.0,648.8997
ZUARI,14.500008,3.0,4.833336
ONEPOINT,2.4499989,3.0,0.8166663
ABSLFTSLRG,0.0,1.0,0.0
HPIL,1.8499985,3.0,0.61666614
RTNINFRA,0.30000043,3.0,0.10000014
BBL,72.75,3.0,24.25
ASHIANA,11.400002,3.0,3.8000004
SPIC,4.25,3.0,1.4166666
CHROMATIC,0.19999999,3.0,0.06666666
SUMMITSEC,59.100006,3.0,19.700003
JSL,6.9000015,3.0,2.3000004
ASHOKLEY,6.399994,3.0,2.1333313
ATFL,97.400024,3.0,32.466675
BCG,0.39999962,3.0,0.1333332
JAICORPLTD,11.850006,3.0,3.950002
LAKPRE,0.0,1.0,0.0
BCP,4.200001,3.0,1.4000002
WSTCSTPAPR,15.350006,3.0,5.1166687
SUTLEJTEX,3.7999992,3.0,1.2666664
DPSCLTD,1.4499993,3.0,0.4833331
L&TFH,9.399994,3.0,3.1333313
CURATECH,0.0,1.0,0.0
SHRIPISTON,42.450012,3.0,14.150004
ANSALAPI,0.75,3.0,0.25
KELLTONTEC,6.049999,3.0,2.0166664
TARACHAND,2.5499992,1.0,2.5499992
BDL,40.100006,3.0,13.366669
DENORA,25.300003,3.0,8.433334
TIMETECHNO,6.6000023,3.0,2.2000008
TEXINFRA,11.700001,3.0,3.9000003
MARATHON,23.199997,3.0,7.733332
ZUARIGLOB,7.9000015,3.0,2.633334
SUPERSPIN,0.5999999,3.0,0.19999997
RAJSREESUG,5.950001,3.0,1.9833336
SFL,124.400024,3.0,41.466675
SUNDRMBRAK,60.50003,3.0,20.166677
STCINDIA,6.0,3.0,2.0
AVTNPL,6.0,3.0,2.0
BEL,13.699997,3.0,4.5666656
DHFL,190.08,23.0,8.264348
SURANASOL,1.8500004,3.0,0.6166668
BUTTERFLY,58.449997,3.0,19.483332
VERTOZ,0.0,1.0,0.0
SGL,1.250001,3.0,0.41666698
CREDITACC,120.00006,3.0,40.00002
LOKESHMACH,6.500004,3.0,2.166668
GULFPETRO,12.049999,3.0,4.0166664
MINDTECK,4.3999996,3.0,1.4666666
RAMSARUP,0.0,1.0,0.0
SGBJUN27,0.0,1.0,0.0
DBSTOCKBRO,0.0,3.0,0.0
HINDCOPPER,4.299999,3.0,1.433333
SHK,10.449997,3.0,3.4833324
SALONA,9.25,3.0,3.0833333
UVSL,0.15,3.0,0.05
PKTEA,31.199997,3.0,10.399999
KOTAKPSUBK,10.050003,3.0,3.350001
NIACL,17.5,3.0,5.8333335
PSUBNKBEES,2.5200024,3.0,0.8400008
769GS2043,0.0,1.0,0.0
KAUSHALYA,0.20000002,3.0,0.06666667
SIGIND,2.9000034,3.0,0.96666783
SONAMCLOCK,0.0,1.0,0.0
PRADIP,0.15000004,3.0,0.050000012
TORNTPOWER,29.450012,3.0,9.81667
ONWARDTEC,4.8499985,3.0,1.6166662
BHAGERIA,16.299995,3.0,5.433332
URJA,0.20000017,3.0,0.06666672
BLISSGVS,9.799988,3.0,3.2666626
SIL,1.9000015,3.0,0.63333386
OAL,31.34999,3.0,10.449997
SIS,113.55002,3.0,37.850006
BBTCL,0.5,1.0,0.5
ALLCARGO,12.5,3.0,4.1666665
OLECTRA,17.0,3.0,5.6666665
BHANDARI,0.30000007,3.0,0.100000024
TATACOMM,55.200012,3.0,18.400003
REFEX,5.1499977,3.0,1.7166659
APCL,29.09999,3.0,9.699997
JUBLFOOD,211.55005,3.0,70.516685
WESTLIFE,44.049988,3.0,14.68333
SWANENERGY,18.450005,3.0,6.1500015
JSWSTEEL,23.200018,6.0,3.8666697
M&MFIN,58.390015,8.0,7.298752
OSWALAGRO,2.2499995,3.0,0.7499998
SOMATEX,0.49999976,3.0,0.16666658
HIMATSEIDE,10.899994,3.0,3.6333313
V2RETAIL,20.299995,3.0,6.766665
HAVELLS,36.44995,3.0,12.149983
BIL,27.649994,3.0,9.216664
JMTAUTOLTD,0.100000024,3.0,0.033333343
WSI,0.049999952,3.0,0.01666665
BILENERGY,0.19999999,3.0,0.06666666
VMART,162.90002,3.0,54.300007
FLUOROCHEM,47.900024,3.0,15.966675
ANDPAPER,45.399994,3.0,15.133331
JVLAGRO,0.15000004,3.0,0.050000012
JISLDVREQS,1.4500003,3.0,0.48333344
ORIENTPPR,2.4500008,3.0,0.8166669
PGEL,11.099998,3.0,3.6999996
PANAMAPET,9.050003,3.0,3.0166676
SETFNIFBK,10.01001,3.0,3.33667
SHRIRAMEPC,0.75,3.0,0.25
UFLEX,18.449997,3.0,6.149999
GESHIP,42.55005,3.0,14.18335
GODREJAGRO,44.900024,3.0,14.966675
IVZINGOLD,34.0,2.0,17.0
BAYERCROP,156.3999,3.0,52.1333
NATCOPHARM,53.400024,3.0,17.800009
PNBGILTS,1.2500019,3.0,0.4166673
PGHH,979.2998,3.0,326.43326
SASKEN,81.20001,3.0,27.066671
WATERBASE,17.84999,3.0,5.949997
MONTECARLO,25.149994,3.0,8.383331
RKFORGE,41.75003,3.0,13.9166765
BFUTILITIE,43.75,3.0,14.583333
ICICIB22,1.9700012,3.0,0.65666705
FSC,36.25003,3.0,12.0833435
MAHASTEEL,18.800003,3.0,6.266668
TANTIACONS,0.100000024,2.0,0.050000012
FSL,6.6500015,3.0,2.2166672
PGHL,330.1997,3.0,110.06657
LPDC,0.30000007,3.0,0.100000024
INTEGRA,0.19999999,3.0,0.06666666
PRECOT,11.300001,3.0,3.7666671
CCHHL,0.60000014,3.0,0.20000005
OILCOUNTUB,0.3499999,3.0,0.11666664
ARROWTEX,0.8500004,3.0,0.28333345
POWERGRID,18.800003,3.0,6.266668
CASTEXTECH,0.25,3.0,0.083333336
M14RG,0.25,1.0,0.25
ICEMAKE,0.0,2.0,0.0
KOTAKNIFTY,3.8700104,3.0,1.2900034
BIRLAMONEY,3.75,3.0,1.25
APEX,77.350006,3.0,25.783335
HINDALCO,15.249985,3.0,5.0833282
SURANAT&P,1.0500004,3.0,0.35000014
AKSHARCHEM,52.550003,3.0,17.516668
DRREDDY,243.8501,3.0,81.28336
SHIVATEX,25.250008,3.0,8.416669
BLS,6.3499985,3.0,2.116666
NATIONALUM,4.6500015,3.0,1.5500005
NETFCONSUM,2.2499962,3.0,0.74999875
MANALIPETC,2.5999985,3.0,0.86666614
GABRIEL,12.099991,3.0,4.0333304
AGROPHOS,0.0,3.0,0.0
BHARATRAS,382.2998,3.0,127.433266
SETFNIF50,7.3799973,3.0,2.459999
COALINDIA,19.300003,3.0,6.4333344
HEXATRADEX,3.3000002,3.0,1.1
TECHNOE,34.450012,3.0,11.483337
VENUSREM,2.6499996,3.0,0.8833332
PRSMJOHNSN,6.2000046,3.0,2.0666683
AIRAN,2.9499998,3.0,0.9833333
VIJIFIN,0.20000002,3.0,0.06666667
HEROMOTOCO,127.84985,3.0,42.61662
STINDIA,0.9500003,3.0,0.31666675
CONTROLPR,43.250015,3.0,14.416672
MUNJALAU,5.1000023,3.0,1.7000008
KARURVYSYA,8.950001,3.0,2.9833336
BSHSL,5.0999985,3.0,1.6999995
RELIGARE,6.7999954,3.0,2.2666652
PGIL,18.75,3.0,6.25
HONDAPOWER,140.5,3.0,46.833332
L&TFINANCE,100.02002,17.0,5.8835306
BIOFILCHEM,2.3499994,3.0,0.7833331
JSWHL,280.05005,3.0,93.35001
IREDA,10.0,4.0,2.5
PITTIENG,3.2999992,3.0,1.0999998
MFSL,39.350006,3.0,13.116669
AHLWEST,62.5,3.0,20.833334
IRBINVIT,2.0299988,3.0,0.67666626
IGARASHI,40.600006,3.0,13.533336
GALLANTT,6.949999,3.0,2.3166664
PRIMESECU,6.6000023,3.0,2.2000008
MAITHANALL,71.95001,3.0,23.983337
ALBK,1.8999977,3.0,0.63333255
KITEX,15.550003,3.0,5.1833344
TMRVL,1.6500006,3.0,0.5500002
MCDOWELL-N,69.45001,3.0,23.150003
TEAMLEASE,248.3999,3.0,82.799965
OIL,18.749992,3.0,6.2499976
SPTL,0.25000012,3.0,0.08333337
RIIL,48.0,3.0,16.0
NETWORK18,3.5999985,3.0,1.1999995
BPL,3.3500004,3.0,1.1166668
RADICO,64.50003,3.0,21.50001
AMBUJACEM,18.75,3.0,6.25
SRF,224.1001,3.0,74.700035
GINNIFILA,1.7999992,3.0,0.5999997
ESSELPACK,27.599976,3.0,9.199992
GOLDSHARE,131.69995,3.0,43.899982
ZYDUSWELL,150.0,3.0,50.0
AARVI,0.0,1.0,0.0
SARVESHWAR,0.20000076,3.0,0.06666692
TVSMOTOR,30.25,3.0,10.083333
HNDFDS,107.85004,3.0,35.950012
PERSISTENT,96.70001,3.0,32.233337
ADHUNIKIND,6.3499985,3.0,2.116666
LICNETFSEN,74.49997,3.0,24.833323
JASH,20.549988,3.0,6.849996
UNIVASTU,0.29999924,2.0,0.14999962
ESCORTS,131.70001,3.0,43.900005
IFBAGRO,61.649994,3.0,20.549997
NETFDIVOPP,3.6000004,3.0,1.2000002
KCP,7.9500046,3.0,2.6500015
ASAHIINDIA,24.599976,3.0,8.199992
PROZONINTU,1.6999989,3.0,0.5666663
COROMANDEL,69.60004,3.0,23.200012
INDOSOLAR,0.20000005,3.0,0.066666685
VIKASECO,0.35000014,3.0,0.11666671
INVENTURE,1.999999,3.0,0.6666663
MSPL,1.1500001,3.0,0.38333336
JSWENERGY,6.35001,3.0,2.11667
PPAP,33.549988,3.0,11.18333
CERA,134.19995,3.0,44.73332
ZODIAC,0.0,1.0,0.0
GULFOILLUB,24.599976,3.0,8.199992
ATUL,315.8496,3.0,105.2832
BANARISUG,207.25,3.0,69.083336
KIRIINDUS,42.299988,3.0,14.099996
BSE,28.950012,3.0,9.650004
SPYL,0.100000024,3.0,0.033333343
VASCONEQ,4.049999,3.0,1.3499998
BSL,5.1500015,3.0,1.7166672
SUNPHARMA,33.5,3.0,11.166667
ICICI500,6.0700073,3.0,2.0233357
MERCATOR,0.050000012,3.0,0.016666671
SHIL,29.300018,3.0,9.766673
NEULANDLAB,98.50003,3.0,32.833344
AARON,5.0999985,3.0,1.6999995
LTTS,150.54993,3.0,50.183308
GUJAPOLLO,12.75,3.0,4.25
KEC,43.80002,3.0,14.600006
ANDHRABANK,1.5,3.0,0.5
PUSHPREALM,0.0,3.0,0.0
CESC,55.150085,3.0,18.383362
INDIGO,151.69983,3.0,50.56661
KEI,57.049988,3.0,19.016663
KTKBANK,4.2999954,3.0,1.4333318
MEGASOFT,1.1499996,3.0,0.3833332
BAJFINANCE,455.3501,3.0,151.78337
ICICISENSX,18.819977,3.0,6.2733254
RUSHIL,12.300003,3.0,4.100001
REGENCERAM,0.0,3.0,0.0
CEATLTD,65.599976,3.0,21.86666
INDIACEM,8.400002,3.0,2.8000004
DELTAMAGNT,7.500004,3.0,2.5000012
VINDHYATEL,79.849976,3.0,26.61666
CYBERMEDIA,0.0,2.0,0.0
INDLMETER,3.8999996,3.0,1.2999998
MAGNUM,0.4499998,3.0,0.14999993
BODALCHEM,5.1500015,3.0,1.7166672
HTMEDIA,1.2999983,3.0,0.43333277
NETF,2.6600113,3.0,0.8866704
MANXT50,96.92999,1.0,96.92999
EQUITAS,19.449997,3.0,6.483332
METALFORGE,0.3000002,3.0,0.10000006
SALZERELEC,22.150002,3.0,7.3833337
GODHA,0.0,2.0,0.0
MOIL,23.09999,3.0,7.699997
KICL,115.650024,3.0,38.550007
PRABHAT,5.2499924,3.0,1.7499975
KGL,0.29999998,3.0,0.099999994
DIXON,935.5005,3.0,311.8335
SALSTEEL,0.70000005,3.0,0.23333335
IIFLFIN,203.79999,22.0,9.263636
SANGHVIFOR,3.75,3.0,1.25
BALKRISIND,82.3999,3.0,27.466635
UTTAMSUGAR,19.25,3.0,6.4166665
3PLAND,1.3000002,3.0,0.4333334
SDBL,11.25,3.0,3.75
NESCO,90.599976,3.0,30.199991
SGBMAR25,81.0,3.0,27.0
SGBMAR24,50.0,3.0,16.666666
KHAITANLTD,2.0999985,3.0,0.6999995
PLASTIBLEN,18.949982,3.0,6.3166604
ARCHIDPLY,5.7000027,3.0,1.9000009
PILITA,0.75,3.0,0.25
AARVEEDEN,2.2999992,3.0,0.7666664
DEEPAKFERT,16.19999,3.0,5.3999963
SAKUMA,0.9499998,3.0,0.3166666
LYPSAGEMS,1.5999999,3.0,0.5333333
HDFC,119.55005,3.0,39.850018
EXPLEOSOL,55.75,3.0,18.583334
JCHAC,199.55005,3.0,66.516685
HINDOILEXP,7.2499924,3.0,2.4166641
TATASTLLP,42.75,3.0,14.25
ICICINXT50,3.0500011,3.0,1.016667
CSBBANK,21.550003,3.0,7.1833344
GMDCLTD,5.5,3.0,1.8333334
BBTC,124.04993,3.0,41.349976
CENTENKA,20.249985,3.0,6.7499948
GAL,0.4000001,3.0,0.13333337
BAJAJHIND,0.7499995,3.0,0.24999984
TALWALKARS,0.4000001,3.0,0.13333337
SBILIFE,74.70001,3.0,24.900003
PRAKASH,11.450005,3.0,3.8166683
IIFLSEC,10.25,3.0,3.4166667
SHREDIGCEM,4.700001,3.0,1.566667
KRITIKA,0.0,1.0,0.0
SEZAL,0.0,3.0,0.0
MANINFRA,3.8999977,3.0,1.2999992
ZICOM,0.14999998,3.0,0.049999993
N100,26.700012,3.0,8.900004
ITDC,25.450012,3.0,8.483337
TVVISION,0.100000024,3.0,0.033333343
BOHRA,0.0,2.0,0.0
VOLTAS,48.25,3.0,16.083334
ORIENTCEM,11.599998,3.0,3.866666
UNITECH,0.0,3.0,0.0
KAJARIACER,33.950012,3.0,11.31667
SAFARI,41.75,3.0,13.916667
ARROWGREEN,5.75,3.0,1.9166666
SADBHAV,14.849998,3.0,4.9499993
AGARIND,13.800003,3.0,4.600001
DIAPOWER,0.24999988,3.0,0.08333329
JPASSOCIAT,0.24999988,3.0,0.08333329
THANGAMAYL,70.350006,3.0,23.450003
HDFCMFGETF,84.80005,3.0,28.266684
PFOCUS,14.75,3.0,4.9166665
ASTRAMICRO,20.400002,3.0,6.8000007
CGPOWER,1.7999992,3.0,0.5999997
RALLIS,37.200012,3.0,12.400004
SGBJ28VIII,427.1001,3.0,142.3667
INDRAMEDCO,8.650005,3.0,2.883335
KSERASERA,0.15,3.0,0.05
TARAPUR,0.049999952,1.0,0.049999952
AUROPHARMA,61.599976,3.0,20.533325
HINDSYNTEX,0.0,3.0,0.0
RNAVAL,0.0,3.0,0.0
SECURCRED,2.8999996,3.0,0.9666665
GDL,15.800003,3.0,5.266668
LOVABLE,7.199997,3.0,2.399999
LUMAXTECH,14.200005,3.0,4.733335
PRECWIRE,24.899994,3.0,8.299998
SYNCOM,0.100000024,3.0,0.033333343
MUKTAARTS,3.1500015,3.0,1.0500005
KESORAMIND,4.0,3.0,1.3333334
NPBET,4.769989,3.0,1.5899963
GAEL,35.800003,3.0,11.933334
SSINFRA,0.25,3.0,0.083333336
BHARATWIRE,4.25,3.0,1.4166666
AHLEAST,17.699997,3.0,5.899999
RVNL,5.200001,3.0,1.7333336
NARMADA,0.0,2.0,0.0
GOLDENTOBC,3.3000011,3.0,1.1000004
LIQUIDETF,0.060058594,3.0,0.020019531
SAKHTISUG,1.5,3.0,0.5
GOLDIAM,39.299988,3.0,13.099996
TALWGYM,0.45000005,3.0,0.15000002
RAJRAYON,0.15,3.0,0.05
NIITLTD,6.2999954,3.0,2.0999985
NOCIL,22.350006,3.0,7.450002
PEARLPOLY,1.3499994,3.0,0.4499998
BRIGADE,34.299988,3.0,11.43333
WENDT,335.84985,3.0,111.94995
HDIL,0.5,3.0,0.16666667
MOHITIND,0.3499999,3.0,0.11666664
POLYCAB,91.55005,3.0,30.516684
SGBFEB24,176.0,3.0,58.666668
ALPA,5.500002,3.0,1.833334
ICFL,193.25006,17.0,11.367651
REPL,3.9000015,2.0,1.9500008
VESUVIUS,71.900024,3.0,23.966675
VIPULLTD,3.6000004,3.0,1.2000002
SYNGENE,19.549957,3.0,6.5166526
SGBFEB27,22.0,1.0,22.0
CADSYS,0.0,1.0,0.0
HERCULES,12.300003,3.0,4.100001
UTISENSETF,46.789978,3.0,15.59666
LINDEINDIA,105.45001,3.0,35.150005
CALSOFT,2.8000002,3.0,0.9333334
GAIL,12.000008,3.0,4.0000024
VEDL,11.299988,3.0,3.7666626
KECL,3.5500011,3.0,1.1833338
EC2RG,0.1500001,1.0,0.1500001
BOMDYEING,18.550003,3.0,6.1833344
NAGAFERT,1.0,3.0,0.33333334
EUROMULTI,0.20000005,3.0,0.066666685
GODREJCP,102.849976,3.0,34.283325
WALCHANNAG,8.349998,3.0,2.7833328
HEXAWARE,33.05002,3.0,11.016673
GANGESSECU,10.249996,3.0,3.4166653
PANACEABIO,15.5,3.0,5.1666665
KSHITIJPOL,0.0,1.0,0.0
WELSPUNIND,6.25,3.0,2.0833333
MODIRUBBER,1.1999989,2.0,0.5999994
KHADIM,17.100006,3.0,5.700002
JAYAGROGN,16.099998,3.0,5.3666663
TORNTPHARM,113.900024,3.0,37.966675
BLUEDART,417.30005,3.0,139.10002
JPINFRATEC,0.19999993,3.0,0.06666664
CORPBANK,2.7999992,3.0,0.9333331
ELECTHERM,21.300003,3.0,7.100001
VAKRANGEE,8.099998,3.0,2.6999996
SHRENIK,6.3499985,3.0,2.116666
MINDTREE,50.700012,3.0,16.900003
HUDCO,186.35986,22.0,8.470902
ICIL,6.049999,3.0,2.0166664
KAKATCEM,54.100006,3.0,18.033335
ADVANIHOTR,16.0,3.0,5.3333335
WELCORP,19.75,3.0,6.5833335
AJANTPHARM,132.45007,3.0,44.150024
KERNEX,2.9000015,3.0,0.9666672
ATULAUTO,31.600006,3.0,10.533336
RPOWER,0.0,3.0,0.0
TBZ,4.8499947,3.0,1.6166649
HITECHGEAR,27.049988,3.0,9.016663
BANKBEES,9.800018,3.0,3.2666728
NECCLTD,1.1500001,3.0,0.38333336
RAIN,13.050003,3.0,4.350001
DONEAR,3.6000004,3.0,1.2000002
JUSTDIAL,67.70007,3.0,22.56669
WELINV,10.550003,3.0,3.5166676
JETAIRWAYS,3.1499977,3.0,1.0499992
IGPL,31.599976,3.0,10.533325
TCI,34.30002,3.0,11.433339
ADORWELD,27.099976,3.0,9.033325
GNFC,20.949997,3.0,6.983332
TCS,149.69995,3.0,49.899982
CHOLAFIN,25.299988,3.0,8.43333
HDFCBANK,59.05005,3.0,19.68335
RUCHIRA,9.099998,3.0,3.0333328
BANKBARODA,4.0999985,3.0,1.3666662
TRIGYN,10.099995,3.0,3.366665
KRBL,50.950012,3.0,16.983337
KARMAENG,2.3499994,3.0,0.7833331
MANGCHEFER,2.8999977,3.0,0.9666659
BIRLACABLE,6.0999985,3.0,2.0333328
KSB,86.29999,3.0,28.766663
GEPIL,64.54999,3.0,21.516663
REMSONSIND,15.349998,2.0,7.674999
BOSCHLTD,1276.5,3.0,425.5
ROLLT,0.14999986,3.0,0.049999952
CANDC,0.4000001,3.0,0.13333337
KSK,0.25000006,3.0,0.08333335
KSL,42.84999,3.0,14.28333
MGEL,0.0,3.0,0.0
CCL,44.349976,3.0,14.783325
ESSARSHPNG,1.4000001,3.0,0.4666667
BAJAJCON,18.25,3.0,6.0833335
ZENITHEXPO,9.550003,3.0,3.1833344
APOLLOHOSP,96.19995,3.0,32.06665
JUNIORBEES,15.030029,3.0,5.01001
EDELWEISS,13.650002,3.0,4.5500007
PIONDIST,18.999992,3.0,6.3333306
IRCTC,203.29993,3.0,67.76664
ANDHRSUGAR,39.600006,3.0,13.200002
HERITGFOOD,63.5,3.0,21.166666
CENTUM,52.799988,3.0,17.599997
TANLA,11.500008,3.0,3.8333359
TV18BRDCST,2.3000011,3.0,0.76666707
ICICINF100,3.3600006,3.0,1.1200002
ADANIGREEN,28.799988,3.0,9.599996
ASPINWALL,28.34999,3.0,9.449997
PFIZER,390.0498,3.0,130.0166
MBAPL,3.550003,2.0,1.7750015
ARENTERP,0.45000076,2.0,0.22500038
RSSOFTWARE,4.550001,3.0,1.516667
SWELECTES,26.59999,3.0,8.866664
TFL,0.6500001,3.0,0.2166667
HITECH,23.0,3.0,7.6666665
EQ30,18.899994,3.0,6.299998
ALLSEC,32.799988,3.0,10.93333
OMAXE,14.849991,3.0,4.949997
AURIONPRO,5.3499985,3.0,1.7833328
BAJAJ-AUTO,272.84985,3.0,90.94995
CREATIVEYE,0.0,2.0,0.0
PREMIERPOL,4.200001,3.0,1.4000002
MANINDS,9.75,3.0,3.25
SUNDRMFAST,41.0,3.0,13.666667
